Locality,Latitude,Longitude,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type
Ashok Rajpath,25.65027245611405,85.19149872603249,-87.5338770533824,61.79930121385269,13.22090670955228,5G
Patliputra Colony,25.51379216259368,84.99856945138029,-90.10087233273806,7.459249594000997,65.02587419860562,4G
Ashok Rajpath,25.59221988352793,85.00463960104358,-86.15825413168989,2.0394779723651357,106.77759296163408,4G
Bailey Road,25.60501365219717,85.11716681959444,-86.42018828746994,34.40132131525278,48.25444378705194,5G
Anandpuri,25.62802916507881,85.03405557651828,-83.02604159565283,1.6088665368461397,177.82007235370307,3G
Rajendra Nagar,25.51463815923202,85.28211776742958,-99.26961141711963,71.61106000338935,10.619514635760954,5G
Boring Road,25.471707982590345,85.06105294268217,-92.23169014297306,11.205410311035758,36.217092189380175,5G
Ashok Rajpath,25.658692705084217,85.05890933451451,-84.79765150302356,2.8701968279690906,174.9670983959507,4G
Kidwaipuri,25.67446775996396,85.14821529332228,-87.69229337730398,1.4764650804147554,110.0775512295618,3G
Anandpuri,25.68272088289784,85.26315087332128,-103.95511034411984,72.58443339672682,26.05778400394968,5G
Ashok Rajpath,25.47230466398141,85.19217947401631,-93.6582579522867,2.960018559260246,175.18438318071316,4G
Boring Canal Road,25.651552776756343,85.010762565675,-91.748504395214,8.206723656912848,86.99808907528865,4G
Fraser Road,25.69666683649741,85.07372927143119,-93.40825499589609,5.11380277436993,54.18401633445203,4G
Rajendra Nagar,25.704638338270414,84.99992889761678,-83.01893092639227,1.7961179928698436,165.22628016208228,3G
Boring Canal Road,25.764707810582657,85.14401959213134,-91.94154737042552,6.940732993957281,55.737051388054894,4G
Bankipore,25.56234936998448,85.07019205962591,-90.60168651044783,2.1538358655497163,145.22845066088823,4G
Boring Road,25.53761510930499,84.97184440571229,-87.69615341449995,9.029789487558505,53.34876968873187,4G
Anisabad,25.48583304357089,85.23574408473033,-93.46420473235396,57.136994621477406,23.583805557951933,5G
Gandhi Maidan,25.52618899239452,85.1333617500383,-92.48339795593768,2.9211725806899143,151.702014775966,3G
Exhibition Road,25.466546540627583,85.09795749803018,-94.90191485542576,8.5552840087396,99.22839770169271,4G
Phulwari Sharif,25.74017965270516,85.14496078921819,-87.61508539987203,9.842126088597391,61.89745943159872,4G
Kumhrar,25.549692901168623,85.0306356756883,-94.32629692316038,77.53115179130954,47.03139303445096,5G
Anisabad,25.476390863626037,85.18931730584325,-87.60169819582885,1.069466473755437,156.00232360909703,3G
Pataliputra,25.43559608400256,85.18527723007104,-93.60910515811489,3.820147134078321,74.7497409984895,4G
Bailey Road,25.50626414702447,85.05139643970826,-97.42030243450324,44.35773291329687,49.46911121901623,5G
Phulwari Sharif,25.54147808244313,85.10300687535415,-96.30598968412916,98.59164271548224,31.19009147843757,5G
Kidwaipuri,25.485974708206637,85.18628264250573,-86.56497701542834,7.112202069810892,60.43151468242439,4G
Bailey Road,25.58672577467001,85.25063679081651,-87.7064025266588,80.77427086902894,31.199749824318477,5G
S.K. Puri,25.679199202346208,85.25959326485797,-98.1488315136864,4.033123290310822,64.19497932573691,4G
Fraser Road,25.676896507503358,85.2866785336605,-86.99283855838887,1.1887126116262765,166.7616802193847,3G
Ashok Rajpath,25.459708335127825,85.15542577635615,-99.25105185603022,67.29632230566394,33.08467961324634,5G
Phulwari Sharif,25.545175905334823,84.97444569425184,-89.84625090978643,1.9689432257541224,185.6299616732273,4G
Bailey Road,25.491459700578478,85.235049372535,-86.66757204469846,2.7365580626628567,141.45590353459733,3G
Gardanibagh,25.6212877823472,85.28404422490951,-95.5411045214506,5.42710387279238,68.0903749129964,4G
Rajendra Nagar,25.614259172887465,85.07800284200518,-88.5223083341934,5.656076172782329,86.62314775943824,4G
Anisabad,25.49514174739681,85.20960812061602,-83.04327065303465,1.1610740448707038,182.0503730372347,3G
Kidwaipuri,25.5362747741104,85.1634276367724,-89.43608363302734,1.7569627961739045,159.7529692838291,4G
S.K. Puri,25.71935970063971,85.220100432648,-85.79930131094419,1.218830690029993,198.35557130458025,3G
Pataliputra,25.512723890870703,84.98836628241052,-96.94185761102072,53.42924601292591,49.02096828081689,5G
Bailey Road,25.69667808862557,85.02624954232702,-84.8410375308836,2.743250338598064,187.45105701084697,3G
Gandhi Maidan,25.59313636803091,85.07362084548758,-100.32772283698615,18.027557127005537,43.17904395364182,5G
Boring Canal Road,25.450086538184777,85.04565199069651,-89.55302518369585,1.947943522588947,175.7794782524617,4G
Kankarbagh,25.7629142299953,85.13361769885876,-92.45722656727092,86.49896072817629,34.48187029454439,5G
Anandpuri,25.612336666319223,85.03446130385632,-87.32720246084118,1.8941127351253748,110.59496965833917,3G
Kumhrar,25.55524784027889,84.99641330794778,-90.32044646968382,3.4364102343361917,73.5196578557584,4G
Anandpuri,25.44311474281492,85.12879849520945,-99.09473961696202,58.65623306176065,29.973622566165176,5G
Bailey Road,25.695261951633285,85.03530417963648,-96.4927787976932,3.270719355872952,91.8432205826626,4G
Boring Canal Road,25.582872136103013,84.95838713421843,-87.96249686266832,8.928959438461977,69.15277560404031,4G
Gandhi Maidan,25.586622911727027,85.10568355546262,-98.3649475765054,69.62555756314589,45.02619665902203,5G
Boring Canal Road,25.63204509873888,85.03231258006576,-88.68561817439296,1.866253552957645,100.76835558849687,4G
Pataliputra,25.62423841280391,85.26691363512766,-99.50384928907158,63.2838008382508,39.135028836271374,5G
Gardanibagh,25.457503439494147,85.14608834279088,-90.15862022757824,14.660261695758706,44.66910201305985,5G
Bailey Road,25.627717140935086,84.96850810040128,-89.61537943331938,9.479876377136264,94.20516239698664,4G
Kumhrar,25.655100843769574,85.01150623509358,-89.8979326958251,1.1829016615229553,196.6520677923617,4G
Kumhrar,25.64060253927308,85.23487756091868,-86.6536222161101,2.3186155579126533,169.7170985632803,4G
Kumhrar,25.70466072775487,85.24277542748665,-94.19946646902676,1.0675589700400183,132.4765612792487,4G
Boring Road,25.55583919883326,85.21901810415841,-86.47463012703095,2.0586499435939944,164.16530964299324,3G
Anandpuri,25.616933252358837,85.02217487807543,-92.2177096254608,2.750028694726348,136.00847783506657,4G
Anandpuri,25.55824273731895,85.27931760973672,-102.6491331229537,43.42943080039958,32.188947141338744,5G
S.K. Puri,25.565368135509413,85.10987125833887,-90.7736794526757,2.9668368167338928,154.31260351434318,4G
Gardanibagh,25.73653715821804,85.05426237756973,-87.26025692672273,3.7196136404508375,70.00058369259797,4G
Bailey Road,25.666450859854365,84.99468525810782,-93.35494376901536,4.583716948442059,92.0041977610981,4G
Gardanibagh,25.45320866583444,85.21603235774143,-93.89266271019424,1.8199655746644277,136.09358901655744,4G
Kankarbagh,25.569868176100208,85.13871380121691,-93.38482593326395,1.905477397919857,113.90498139951669,4G
Patliputra Colony,25.66551670690055,85.01948861887008,-93.99309176038744,1.4845630969401613,189.82104790893004,4G
Boring Road,25.582369649232398,85.11095845826978,-88.48533759489985,4.11483765713824,59.17061640244442,4G
S.K. Puri,25.70944743341445,85.14549766076564,-84.9891988725792,1.0722027436541497,185.48305564727485,3G
Gandhi Maidan,25.680495282133247,85.16899441915035,-93.0329254560486,3.810915645099401,66.67122563805871,4G
Boring Road,25.5168360930702,85.02252192018014,-83.20643539449675,1.7480304578268848,120.07227196804342,3G
Fraser Road,25.450328763804222,85.08214981939349,-87.89937000495468,4.351096398352952,51.38682194754244,4G
Bailey Road,25.56844840668474,85.0353194704501,-91.35671824954606,40.44060830276759,44.21440742358903,5G
Kidwaipuri,25.69318949673494,85.10719618634745,-90.56119413770868,3.081646911881576,97.15627108590226,4G
Kumhrar,25.6602553001087,85.26413700071602,-85.99409194615085,2.3121820639200394,185.23961705615943,4G
Bankipore,25.588679339150328,85.10265660147004,-92.588212828164,1.015446699539658,111.17673446251092,4G
Kankarbagh,25.520641084539083,85.12196698087693,-83.38685302887481,2.3462671792285708,169.6897205916,3G
Anisabad,25.485736364006268,85.1432850567061,-88.3660889251474,2.485088980430289,130.00040316367637,3G
Bailey Road,25.724764009006563,85.15466863921488,-89.77092624049557,2.4426038424741563,131.49215096800648,4G
Gandhi Maidan,25.56062391639129,85.0584951222851,-90.36692442732908,2.1579297567519,117.67897443836128,3G
S.K. Puri,25.468886832453677,85.13278172970473,-93.6324358912467,3.467051438090648,77.52136641109266,4G
Pataliputra,25.58586116674196,85.26020510501782,-98.30932292238708,18.941679880080475,12.789210024878148,5G
Boring Canal Road,25.515523017425387,85.07140286573099,-87.33310388414192,2.257844446379127,166.38875573160033,3G
S.K. Puri,25.695203908308983,85.26759482805186,-83.32108280328944,2.0137086440687613,123.12498989031918,4G
Gandhi Maidan,25.72908835338925,85.07241976817733,-90.35062387727058,2.2311585173445723,180.05054142712032,4G
Anisabad,25.537520569592147,85.05588211609597,-84.65379495352137,1.6357905510664554,105.6215995685048,4G
Danapur,25.599734316889467,84.96626380630276,-92.45464282541184,1.567924323437011,191.86259436863577,4G
Bankipore,25.648367795774647,85.12659860011725,-89.02595479238664,6.708174316057498,76.79860791304017,4G
Boring Road,25.60475633175324,85.17319972719851,-94.9071198168676,95.24470838239912,25.757206876566904,5G
Anisabad,25.5626415306096,85.18401683688047,-83.56913122021861,1.779414125915067,147.77111290826048,3G
Patliputra Colony,25.54477059204528,85.19448733337724,-93.24839768094633,7.612226103563453,79.78256502843706,4G
Boring Road,25.54686599358584,85.09079437331629,-87.18478738148369,7.217601081033181,64.77891773920886,4G
Anisabad,25.578709584667,85.30216824068384,-90.75714781793172,41.18039327216762,48.07569231698519,5G
Pataliputra,25.60697929926023,85.00898508783216,-97.26756010972085,4.614505136273762,77.0814702967906,4G
Kumhrar,25.57918677487152,85.29955288343028,-88.24280263693576,1.8423227036049072,152.77901896697688,3G
Rajendra Nagar,25.698664038743843,85.09852944896085,-80.7992431445516,1.970726546383572,172.98063406554587,3G
Gandhi Maidan,25.463256524361068,85.10477154832147,-93.4152907988783,3.9599226086862687,59.283477218108175,4G
Bailey Road,25.618213673066627,85.14054618338143,-81.86889902781206,1.8400976694951312,104.23470965528016,3G
Boring Canal Road,25.66012734257188,85.03353662344573,-81.50115159244973,1.4277952916200738,179.11565517268463,3G
Anisabad,25.570200029970287,85.01121954648077,-93.70663929527782,7.562782907842983,73.61811619105242,4G
Boring Canal Road,25.546886565249707,84.97518202423308,-86.65463340902014,1.0812699673022963,145.59834904716226,3G
Anandpuri,25.76830947493243,85.13198929251156,-90.77146676554196,4.659567315095994,76.38565408617848,4G
Gandhi Maidan,25.63080570735121,85.27883127556866,-97.6963054883592,6.687184929833782,65.86235722789408,4G
Rajendra Nagar,25.600342175549684,85.05132559398855,-93.34921497204178,91.9395374176014,12.169483550956048,5G
Kidwaipuri,25.656443404149165,85.23108300874387,-90.23740838484348,55.91347794136511,25.28256237686372,5G
Anandpuri,25.700471648279983,85.12770079326155,-83.38012604631173,1.7979624651909043,185.3962974168884,3G
Phulwari Sharif,25.675594102256227,85.19599309487222,-86.43388809684635,1.7413691583102633,108.10311095780168,4G
Boring Road,25.49477835473683,85.14603728676407,-95.97712884963887,49.51534656854393,20.077022385421515,5G
Patliputra Colony,25.621050329743724,85.13907572712473,-87.65767885687805,24.199992401393228,39.56250094807497,5G
Kankarbagh,25.48404013701731,85.25353042288185,-92.9314097181885,4.013406980364389,63.107154467398864,4G
Bankipore,25.76682917810236,85.12440301078011,-92.24263771040734,3.796168441145146,75.79661495679002,4G
Fraser Road,25.46282671392485,85.10537966361483,-89.530143055293,2.5069326144452444,189.5039308634425,4G
Rajendra Nagar,25.51079202816412,85.27768006272458,-94.89009868746346,20.189256969800702,31.570648541988223,5G
Exhibition Road,25.63866979596812,85.09133846467377,-101.42114037649978,20.4656082784092,17.29577786431954,5G
Gandhi Maidan,25.60857697472593,85.00832502121665,-90.9470113660418,3.35930660965488,50.378626427780624,4G
Bankipore,25.553410886972586,85.14535249469328,-88.42639518899333,1.3827520735349577,148.26539489371538,4G
Gardanibagh,25.72803505032219,85.13382044517641,-94.08903292803332,2.766741394736286,150.59029652524404,4G
Kumhrar,25.70169620792861,85.26367399257136,-94.76718720559752,20.328425606955477,22.258370109937932,5G
Anisabad,25.59199225382537,85.18582678899843,-88.19324058696459,2.5992398737451,140.53191997478058,3G
Patliputra Colony,25.659038883343985,85.27346761194192,-96.53349485856174,20.040133056932618,12.740623136267883,5G
Boring Road,25.76008747577266,85.17741972129674,-96.3224333584548,1.4782178987390515,171.15877141878025,4G
Patliputra Colony,25.571928009140816,85.02918488765303,-85.2660207001579,1.9229094449423787,161.53386857597826,3G
Bankipore,25.535162682480657,85.27136141747192,-92.8161991323902,46.77223113227329,22.18430915066332,5G
Fraser Road,25.44450243325433,85.10657299788679,-99.5969176413586,39.41142269019083,38.249510339424994,5G
Bankipore,25.765525525305925,85.12902683315555,-93.45891942321786,1.0688275828390683,103.79606942465288,4G
Pataliputra,25.547837097090703,85.02819320479313,-89.20094613930935,2.5342081314148146,178.26380976922465,3G
S.K. Puri,25.701497218540357,85.19483422423077,-93.24962956377466,1.8843605110044988,198.9842831291187,4G
S.K. Puri,25.51156141898584,85.08499468499689,-82.51678700589294,4.818384031006818,69.12382492167225,4G
Kankarbagh,25.58999782035417,85.29224619915239,-87.872081585852,2.119799029820469,140.87438774569318,3G
Phulwari Sharif,25.68647644878105,84.98501597513916,-86.18290353242035,2.136788669924754,116.929145635437,3G
Danapur,25.62010398422721,85.07528727032039,-86.10373656650982,1.605643358112772,194.69393494922517,3G
Gandhi Maidan,25.68147884152412,85.0110075074802,-90.16865351442662,1.8565608292811304,175.99464059783395,4G
Ashok Rajpath,25.49687421115321,85.28265253644193,-93.6366781879131,1.805800308817913,175.4613656657924,4G
Bankipore,25.713698639657107,85.04155821928899,-88.85477526096288,1.0976070848976398,157.12975158416396,4G
Ashok Rajpath,25.516938364302423,85.22279476824814,-88.5554490188766,2.057470956235738,146.62855106777536,3G
Kumhrar,25.64894032316288,85.01384434704221,-100.47507972611992,69.51588820857137,21.044236641134027,5G
Exhibition Road,25.668488961515777,85.17593764483262,-88.08519377800249,3.986234370751977,93.19309856789975,4G
S.K. Puri,25.494305674830848,84.999664833651,-88.12362111412915,1.487901107231453,156.58989669835697,3G
Anandpuri,25.69004566626134,85.27505346096186,-92.5113912050128,1.8118579272924424,173.69493395994334,4G
Boring Canal Road,25.50174992420167,85.02630761293324,-88.2252183864794,5.52375167729485,56.75671277895733,4G
Exhibition Road,25.61149897316177,85.1388959488916,-93.83325506119222,4.919573716203876,63.27322246619936,4G
Gardanibagh,25.610599650774112,85.18756126305158,-84.71680282409173,1.1331933899075175,116.5619003720246,3G
Bailey Road,25.59011056987332,85.01243041942273,-99.89697551126598,22.064470177409483,36.02997070869149,5G
Bailey Road,25.454804158613516,85.22448379820625,-97.58686040289156,97.4921081226062,36.36453734599488,5G
Gandhi Maidan,25.42954318319885,85.18136268596785,-92.2029800755126,7.881603291928584,60.28784301124856,4G
Exhibition Road,25.739343319976573,85.08590777136915,-95.80507901998917,1.921202062143824,164.26132477143693,4G
Anisabad,25.61958242407196,85.07573076794465,-94.76037522616112,79.13059529401605,12.980997755431648,5G
Pataliputra,25.73384214747005,85.15162635995651,-87.7175557315785,2.971356808632662,133.60687989823597,3G
Boring Road,25.42819144318041,85.07865662427105,-100.969679044568,6.507040849375092,79.88222781509731,4G
Danapur,25.64949973248525,85.16782515916456,-82.93121487728813,7.549720318371992,72.12562464941469,4G
Phulwari Sharif,25.4672158881594,85.19412321594842,-91.35020134454868,22.66852622913104,41.70090205573011,5G
Kumhrar,25.41685694877208,85.15245479677574,-86.5757430821717,1.338060926155122,140.7251341995934,3G
Phulwari Sharif,25.74352868105437,85.18786897979156,-90.01798922588357,6.375957677922103,75.37863520262742,4G
Gardanibagh,25.74037587114401,85.23130758118938,-90.2555954942936,5.61900909851949,93.89991891198906,4G
Gandhi Maidan,25.66489394485337,85.15010654891934,-91.34153982357304,1.6220917758647737,133.6197408906027,4G
Boring Canal Road,25.43010641712196,85.0896745068457,-82.79958990285392,2.1348278072838807,150.6324405975447,3G
Patliputra Colony,25.62961400169444,85.26283166940159,-86.03068030926627,1.543838815854144,146.10623986764335,4G
Gandhi Maidan,25.718107164649265,85.20493855455788,-87.33585965573741,2.5447495520739,136.93545525780124,4G
Kankarbagh,25.58856246017742,85.13986140508541,-87.13417564482246,1.3353180478563609,157.24536199849072,4G
Gardanibagh,25.531267383395736,85.16677299311405,-92.7842738307772,2.1054114171092486,129.603001981795,4G
Boring Road,25.60159378948056,85.07192548072615,-97.26459859855848,23.62884930708888,42.35677151735845,5G
Ashok Rajpath,25.724818694920938,85.25757881886271,-86.25766781837179,1.7462475745041586,119.14821800566033,4G
Phulwari Sharif,25.65136794427833,85.04045318478174,-89.31180264209117,5.199693593938901,93.9018322187644,4G
Kidwaipuri,25.576621529754632,85.22487390610169,-84.47108638280837,3.0381960859702395,59.116538066588845,4G
Kidwaipuri,25.59972969853201,85.07376037384527,-85.86099141305311,2.2043016060348077,163.94001829263013,3G
S.K. Puri,25.513197741651645,85.04667060418203,-87.89998101514574,2.437478720211973,192.65659308504237,3G
Patliputra Colony,25.56781774833279,85.20762749497584,-104.00138788546016,97.87462430391454,44.607159415877405,5G
Exhibition Road,25.63783316562665,85.22419548704985,-87.48363519080213,2.662509954112328,179.32552170955816,3G
Bankipore,25.59079404367873,85.04344020180707,-88.36409265096925,6.33861198754858,89.10855313850612,4G
Kidwaipuri,25.683892832169544,85.11566600909194,-94.03340460155968,5.599656998512847,58.465838668566974,4G
Kumhrar,25.564484728193108,85.0850933709419,-99.93119876186454,43.16172403325279,21.006703616876425,5G
Pataliputra,25.679980913584693,85.0641554137877,-85.57176411945211,1.1078848640753205,110.52733189315904,3G
Anisabad,25.663493166735957,85.04204937841648,-95.18868746602072,1.6121932101224794,195.23823525272508,4G
Kumhrar,25.730423967767734,85.1011639050494,-93.56273687037864,2.479563663884881,142.41550562287088,4G
Patliputra Colony,25.52462980917255,85.27820380047226,-94.6217034844988,3.4429667673877558,62.341494010435696,4G
Gardanibagh,25.587823271128368,85.10293239243259,-95.43377336258472,4.485008887368691,99.62128472515312,4G
Anandpuri,25.62369587091079,85.27150848444495,-83.97957491374254,4.182965141359828,90.32263529747846,4G
S.K. Puri,25.53873298906547,84.97182749508595,-91.25901391642071,8.055974755690752,61.86907466042309,4G
Patliputra Colony,25.574315721351784,85.22995558947052,-87.14908861016143,1.9915121052370213,182.46808188081255,4G
Fraser Road,25.66828254963653,85.0102850269259,-85.09812458423633,8.821076795389406,50.58791997002516,4G
Danapur,25.643354881453025,85.027403364968,-90.9984106423031,90.9565422604577,28.432029655291487,5G
Fraser Road,25.57549597794008,85.11143973104613,-84.8434475459339,2.4094876413448283,149.581147838795,3G
S.K. Puri,25.48352512604248,85.0230643190814,-85.66668862740292,9.01446803064322,91.7155901424932,4G
Bailey Road,25.423631467506954,85.15628025500634,-83.01972674785775,1.1170835469081093,124.7097122978378,3G
Kankarbagh,25.64129225451527,85.09806903805223,-94.96231585382512,7.270914775635248,72.3777381052404,4G
Anisabad,25.681351301840937,85.29351218959454,-91.96391696274834,4.575106562899629,93.61564015523616,4G
Gardanibagh,25.611215779263745,85.15388785792067,-88.26666172259648,2.271647632485412,187.4486997704012,4G
Phulwari Sharif,25.707912952882367,85.18834202607509,-94.15565301179925,24.46429993038788,26.10770442934253,5G
Gandhi Maidan,25.71940125552812,85.04494124675242,-96.6796234958826,56.02612813845826,31.38108245608956,5G
Bailey Road,25.71457516535607,85.23635985860791,-105.94904333081732,10.266809214871454,10.452014203910975,5G
Rajendra Nagar,25.48054800478348,85.07391821060735,-83.45006324336306,1.5355322370085729,138.1243315975238,4G
Boring Road,25.71130291939953,85.26149426059683,-85.78288108360222,8.452565747098564,71.1992091350554,4G
Fraser Road,25.66483156185137,85.15577169239158,-84.47474070086507,2.009644327833126,130.1463765730335,3G
Kankarbagh,25.556824466222103,85.10560250554852,-101.51908810908115,53.7163848563537,28.54866038363207,5G
Exhibition Road,25.65815406235925,85.16361824194162,-94.47424382635486,4.595576146135277,52.33483352911613,4G
Bailey Road,25.57910018931294,85.29341987043951,-85.88167587282094,2.9044842347460644,172.12946202659197,3G
Gardanibagh,25.560338549873748,85.22670265787421,-82.96009229081155,1.090536095902547,132.0196635512778,4G
Kidwaipuri,25.50368837291789,85.28412665785092,-86.37859741267945,2.9937688784682246,181.53505241030695,4G
Bankipore,25.565962715426583,84.97486869557623,-96.17656206357844,5.628891690215749,66.27220240644439,4G
Anandpuri,25.610467955595897,85.00915162412431,-81.3226224334648,2.8393335022100983,188.56662930603176,3G
Kidwaipuri,25.449536654404422,85.10569353375156,-89.76591530040531,3.1117964973806886,97.12429344525592,4G
Pataliputra,25.75582147277528,85.0870570690783,-98.48970251156652,5.243085009120774,81.7309677707211,4G
Danapur,25.57018316992652,85.13474806017283,-85.88853109701334,1.0204126614735367,167.61597054636508,4G
Rajendra Nagar,25.439723043576265,85.11126309632503,-81.69210206628524,2.547160461199307,164.24519616441552,3G
Gardanibagh,25.569171573151543,85.04536299987245,-95.15781973811347,23.970878765797064,42.73438005409253,5G
Ashok Rajpath,25.614019398496183,85.03010695794087,-100.2938541515184,13.743532472148434,16.56949120296658,5G
S.K. Puri,25.644157791065066,85.05953237502203,-86.96080983840723,2.001594140981094,131.30945937555768,4G
Kankarbagh,25.61168575556337,85.20893565823452,-105.09908880236216,45.39807613292692,24.0115572845914,5G
Kankarbagh,25.76911743515316,85.15536038651886,-91.56476536453894,1.3603273895519328,163.72733600410237,4G
Fraser Road,25.48815700119012,85.00333761855427,-95.17503547195906,8.085112565344598,82.70472513842577,4G
Gandhi Maidan,25.495800876579,85.28254077767026,-94.3393995145672,6.040175447601616,75.07877441057788,4G
Boring Canal Road,25.638557970865577,84.98968674112429,-95.67642019283824,71.86902776748755,33.57919138937962,5G
Anandpuri,25.461134567996652,85.11018477312912,-93.10777648086932,63.19963391972724,13.369994104867974,5G
Pataliputra,25.70938645117385,85.08958282001193,-88.99229294298775,30.73560298652587,39.07303102228096,5G
S.K. Puri,25.716090897560072,85.08529211709941,-93.19418710251034,2.628464124585477,161.16035216312187,4G
Gardanibagh,25.50745105757048,85.16303121758645,-89.28389316111927,8.245426873794857,66.58117940068144,4G
Anisabad,25.69076171367589,85.08695821028249,-95.95013944914884,9.11281028472249,86.69590190389884,4G
S.K. Puri,25.66689918318021,85.19436153620825,-88.4585282375023,6.931926020574355,71.40176555364684,4G
Patliputra Colony,25.72790620795248,85.05785474554823,-81.77496912143512,2.4652930612286923,100.6278402546456,3G
Danapur,25.682642883438547,85.128899985902,-85.47997776565595,2.435655843706764,188.52134030553557,3G
Fraser Road,25.72250696507176,85.1443505443417,-85.72324565032716,2.5774931721717245,173.10316361312692,4G
Gandhi Maidan,25.60388351392617,85.20979739196162,-96.0772238175354,4.051976769211954,76.52019363975869,4G
Patliputra Colony,25.74303905881064,85.07968115319902,-79.10144114355626,5.4097067010529445,52.75486737051015,4G
Phulwari Sharif,25.582522369825057,84.98532826659176,-93.16666713841263,43.670357379215176,29.19113071235912,5G
Pataliputra,25.65882401651525,85.26646938437143,-92.3265029856146,2.474452452174824,109.97497140424628,4G
Anisabad,25.540812737747675,85.15030254794807,-91.50112810336746,86.52955429037983,29.684436160273258,5G
Exhibition Road,25.46329379031272,85.13106128980556,-91.37078317813828,5.299970064290061,56.5473277924593,4G
Kankarbagh,25.640039787072208,85.00424817866774,-84.38114417879969,1.0460014431172628,118.94651222757776,3G
Pataliputra,25.678423406746703,85.03072093344524,-100.54984008242567,53.15248722379303,12.134691304226584,5G
Exhibition Road,25.712420423478985,85.26519906239794,-89.5757968265112,1.3584868873277938,103.8591821526557,3G
Fraser Road,25.58709250943426,85.00869741551439,-96.04426833960056,33.34911320405307,35.07562979055594,5G
Boring Canal Road,25.63524831877128,85.2322857589445,-87.59305923414888,3.2009337928899444,62.5152409045274,4G
Kankarbagh,25.60442018013924,85.13996914889822,-85.64751390134651,2.558675572292829,189.09232111390796,4G
Kankarbagh,25.763877732863623,85.13016752974049,-86.46409099182843,2.6803032477994275,118.75943936022908,3G
Boring Road,25.45345140753035,85.05942284313228,-83.61976973027556,2.7087005913506936,196.13591071131088,3G
Anandpuri,25.666550845589576,85.27668852751181,-93.92341562010694,3.178730423910003,50.65093963703923,4G
Ashok Rajpath,25.534828396066658,85.13393729148316,-90.7240578831384,7.392870718723123,99.44385733818852,4G
Gardanibagh,25.491108437343986,85.12540556869142,-84.53704251612028,5.157015420541168,64.09552375524689,4G
Kidwaipuri,25.526894239077976,85.17596655369853,-90.41404806490816,1.8074508390872364,198.68335251610029,4G
Boring Road,25.65310954245307,85.00100945221982,-102.59813556251495,93.32272049174244,38.60555366308877,5G
Rajendra Nagar,25.671864603163197,85.2067946521139,-86.71900712939667,1.184448351097558,120.9806663297594,3G
Rajendra Nagar,25.630872675472265,85.23368427383167,-103.34383441252172,2.339504990015313,131.3545262541725,4G
Anisabad,25.659321870151043,85.22043382501978,-82.7220308569851,1.374297945679346,134.87131393005882,3G
Gardanibagh,25.752016172518925,85.0605403516975,-91.52488691103736,2.343838910771698,197.3656357380919,4G
S.K. Puri,25.47526669160927,85.13948687224111,-92.14044074933298,8.720116452131105,79.21619873547937,4G
Kankarbagh,25.584133721906,85.04630866312051,-90.54898168396568,1.5627952582772384,110.20258526150523,4G
Danapur,25.469508514275613,85.05521628961668,-92.18683923606946,50.87200695533286,40.64281882928013,5G
Exhibition Road,25.45683215448771,85.18634944030916,-91.4830001772736,1.7292892609365105,128.1569308297503,4G
Exhibition Road,25.64726709726079,85.0238104086343,-85.68737444174754,1.7743563833391245,153.02437005736016,3G
Anandpuri,25.502145359970783,85.19845011169834,-93.36255493795744,5.544308822954216,90.5707670598005,4G
Danapur,25.633755157420044,85.20043739282725,-88.72482437291575,1.5373917407893447,136.79692347281184,4G
Boring Road,25.641671990987756,85.24100262160182,-84.70983218061112,1.9401003698916264,132.58982463575208,3G
Gandhi Maidan,25.598081394776514,85.01761243246288,-89.5638340475992,2.938824754738995,121.32367719271512,4G
Gardanibagh,25.4624939739114,85.25127229690943,-90.10993133102816,1.8525409615344024,198.96269183214795,3G
Danapur,25.70149172103356,85.01022105868604,-87.2526845910301,1.7962073353170538,165.67776555781614,3G
Boring Road,25.610238256416423,85.21811315097048,-90.23251391722636,2.0635176754634865,169.7830415294406,4G
Gandhi Maidan,25.43600943997225,85.06987268157013,-90.91574367932571,2.1822054742882213,114.25307696471056,4G
Kumhrar,25.613967538393503,85.2714726533669,-89.12793618759292,1.1780227257940168,186.59633720978843,4G
Bailey Road,25.535541144291216,85.261779182737,-99.90757273551542,36.83479272498127,33.699702252893914,5G
Rajendra Nagar,25.67573103209206,85.02987837243421,-88.03206284700104,4.653404360742544,76.92905123056687,4G
Gardanibagh,25.73024241691301,85.22755125491302,-87.58796777404376,3.3855351551921142,81.62988715521233,4G
Boring Road,25.73549685707941,85.03947496536875,-88.76310311974112,2.0746523640261767,104.523285621142,3G
Patliputra Colony,25.711740201240065,85.15422248538188,-96.53036752714424,2.8530271323221514,179.84546469315222,4G
Pataliputra,25.60025613690062,85.19097268472213,-82.59756226127736,2.739999220218978,139.16223438595893,3G
Exhibition Road,25.593955674705427,85.1353952044984,-94.09779300505768,1.1945650564700117,190.2892334659278,4G
Rajendra Nagar,25.464345319391693,85.08715955127875,-84.42793157484179,1.053198855202075,157.83008620511268,3G
Kankarbagh,25.54290962666936,85.00980381613545,-90.8831172397449,3.65922017833737,75.2212870231104,4G
Anandpuri,25.563366635336678,85.00254067918239,-87.40028279489822,2.0855091767790013,115.8393702984466,3G
Anandpuri,25.445215592516497,85.18560662260806,-93.5760771031276,1.6800201874452632,130.10826838523658,4G
