Locality,Latitude,Longitude,Signal Strength (dBm),Latency (ms),Network Type
Gandhi Maidan,25.730254989200247,85.15013302670052,-80.98923868730586,193.2752939060313,3G
Fraser Road,25.733436385353663,85.20244603727096,-93.49075650981716,59.62723835812554,4G
Kumhrar,25.55563034154124,85.10465736116006,-86.69774841136511,119.81166336777876,3G
Patliputra Colony,25.523902494059797,85.13628915462017,-87.85144833217021,51.51136696547368,4G
Anisabad,25.57608271544045,85.30641234975111,-96.60658197912277,64.19557273433222,4G
Boring Road,25.596448564577955,85.15142627413215,-93.4368204827688,127.38932475543152,LTE
S.K. Puri,25.61757063196314,85.08895678545075,-101.35297281184394,154.3709651807268,LTE
Anisabad,25.450816363004392,85.17094083690964,-85.00764363337996,36.41552798590765,5G
Ashok Rajpath,25.468405929832656,85.15740611479751,-78.05138258327212,111.50794065656792,3G
Gandhi Maidan,25.43275239309999,85.11649880156494,-93.04685363585163,85.0398111316806,4G
Bailey Road,25.634632821748504,85.08404536833264,-84.15064927134655,117.87061209326087,LTE
Danapur,25.695758628266542,85.25133253042247,-86.89350052633588,17.239685816646624,5G
Ashok Rajpath,25.529201631494114,85.28278352573759,-85.59435470832793,179.2927612751995,3G
S.K. Puri,25.573168062857263,85.0786552270201,-86.09786918387688,152.25120589676197,3G
Kidwaipuri,25.575187900984744,85.19742547863962,-85.22192336300321,186.4607239323585,LTE
Ashok Rajpath,25.472346357869498,85.05405845154081,-100.730245911852,23.80740686284712,5G
Phulwari Sharif,25.61736868608385,85.02580385425368,-86.86791419513679,154.7029508567523,3G
Bankipore,25.536222487842352,85.20847409212912,-93.27046588305632,55.20951667634463,4G
Anisabad,25.688339481920625,85.2717634695585,-99.13100797291872,24.040323906484197,5G
Boring Canal Road,25.44890826426691,85.19808300021438,-84.76980094759298,127.7364920410127,3G
Gandhi Maidan,25.64077900122513,85.1441786685736,-84.80313685553404,13.696918662043842,5G
Boring Road,25.53800357930161,85.07900557919469,-93.68366592496272,12.431126778059918,5G
Rajendra Nagar,25.573029450162107,85.22523677021131,-93.29807280497891,60.44653714481203,4G
Kankarbagh,25.59976957982208,85.1513284604832,-98.32345580477846,90.19471786185824,4G
Patliputra Colony,25.541401338233356,85.11676658483034,-82.33717705327214,138.873848062889,3G
Bailey Road,25.735255436634727,85.09915519173971,-90.34143550549857,111.98438531193952,LTE
Gardanibagh,25.481392457474385,85.25937773690544,-96.96612869260431,30.988856961674607,5G
Ashok Rajpath,25.647818785644155,85.12575027695755,-96.27824477116712,44.69187153359694,5G
Exhibition Road,25.5265980813654,85.14648631437723,-101.50595480921024,42.20697500498542,5G
Bailey Road,25.684851799805138,85.26866888343092,-91.58227866457584,132.2243962312318,LTE
Anandpuri,25.659134183501205,85.3024217040361,-92.74752093915252,184.8679564708557,LTE
Gardanibagh,25.585182712629123,85.11571237048666,-94.63046859768292,171.68015742647816,LTE
Anandpuri,25.69907938204787,85.00382588880485,-81.04520593812964,134.9081305850009,LTE
Kankarbagh,25.64194956078834,84.99450529500773,-85.18505333728449,66.48715592107641,4G
Danapur,25.749423604183388,85.10167843921121,-84.84394919660319,117.14474364727256,3G
Rajendra Nagar,25.446050731203425,85.05569925687026,-90.57742203015096,62.35738963818579,4G
Pataliputra,25.490606870581075,85.21329121867291,-85.30285332418237,186.44307754655784,3G
Pataliputra,25.523762337254023,85.28921526983555,-90.60580168831888,18.49573008943445,5G
Gardanibagh,25.64472126413203,85.03984847290133,-98.87919165991096,91.46000393186613,4G
Bankipore,25.521562815576285,85.1250840808429,-82.64670053345401,76.7163901483915,4G
Gandhi Maidan,25.55244977208065,85.19756960174053,-89.67098452699607,18.330327630607997,5G
Boring Canal Road,25.62038666868013,85.09279700470701,-95.61045940227984,56.5949166901957,4G
Pataliputra,25.52440170299465,85.07901292926677,-100.75485581086868,32.8759587064148,5G
Gardanibagh,25.67685177706211,85.175214297563,-96.79922609389804,110.3617743245781,LTE
Kidwaipuri,25.425798455187294,85.08203581813822,-96.92299165275767,39.93415367905239,5G
S.K. Puri,25.57977941541589,85.21560044294282,-90.43913303077456,64.70671778512789,4G
Danapur,25.55598549875302,85.07964182758221,-91.787144833955,110.131918196319,LTE
Anandpuri,25.47771951550589,85.10047649944244,-87.63246571658487,171.96945714608376,3G
Boring Canal Road,25.501981076118152,85.15599224048155,-89.42786373625889,62.17342489480019,4G
Anandpuri,25.6363610199824,85.21091505786806,-86.79179391759683,151.25234096060726,LTE
Kankarbagh,25.556534352816303,85.20009765880006,-97.54342095177616,164.73804222045814,LTE
Phulwari Sharif,25.691483439746087,85.07547465294884,-83.60977584169933,101.0394409648095,3G
Phulwari Sharif,25.6839700713208,85.19259687334734,-86.32037025210042,108.41360897431412,3G
Kidwaipuri,25.544329887544706,85.01197963760394,-81.24736231369963,167.96707102349842,3G
Pataliputra,25.57853453217067,85.26671198368834,-89.21309560573654,59.59743727010972,4G
Kankarbagh,25.482205799158866,85.19047246107927,-85.19863904571179,115.49112761892978,LTE
Fraser Road,25.450328763804222,85.08214981939349,-87.89937000495468,51.38682194754244,4G
Kidwaipuri,25.612498333331725,85.28527975818439,-90.11762899873068,111.93210822694226,3G
Boring Road,25.60475633175324,85.17319972719851,-94.9071198168676,25.757206876566904,5G
Ashok Rajpath,25.58087714851553,85.1748579395044,-85.96053843325949,171.2060447958085,3G
Anisabad,25.747855011092305,85.17937200927729,-94.31938728121946,80.9352931187055,4G
Gardanibagh,25.497394528781932,85.22088234132758,-85.59615850276984,145.77630909497034,LTE
Bailey Road,25.437169436544604,85.11470914813353,-94.8954154369103,36.17847728651555,5G
Exhibition Road,25.60233256787209,85.01849865512169,-83.4802586708706,102.24608701254937,3G
Gardanibagh,25.537699676380825,85.07478610882394,-107.1592596997996,22.000792553672436,5G
Bankipore,25.618668774710688,85.00849460206247,-86.78777576709085,50.90197814234003,4G
Boring Road,25.600931332827408,85.28037018640778,-85.72921504392087,106.24010756029712,LTE
Gardanibagh,25.52548447940796,85.16731710662539,-102.0044886872852,48.30401962521746,5G
Boring Road,25.56278981000304,84.9983542520555,-81.40791140085112,78.72560256103282,4G
Anisabad,25.550773842140764,85.03561161066621,-91.51509703713891,69.698703204079,4G
Anandpuri,25.4522633986589,85.17031712954153,-82.59849170536172,133.54731029865283,3G
Anisabad,25.718786136076343,85.2011992726395,-90.86107454551396,63.86396957366658,4G
Ashok Rajpath,25.62281627231777,85.18792869177977,-96.6428737736528,136.83652957396106,LTE
Gardanibagh,25.53889733225972,85.22409672125404,-92.37388992886308,55.18518871402334,4G
Fraser Road,25.694405593921715,85.2785344438132,-97.74058461382472,34.348086032443675,5G
Bailey Road,25.491459700578478,85.235049372535,-86.66757204469846,141.45590353459733,3G
Exhibition Road,25.59054692780503,85.21391187269515,-95.8967619680094,42.884569587727846,5G
Phulwari Sharif,25.44625694223052,85.11488294973667,-106.91367131052262,28.999001109690063,5G
Kumhrar,25.64867928699387,85.08119080920665,-89.52617148709456,94.30917300622072,4G
Kankarbagh,25.727077601077685,85.04126463761405,-84.70057047020201,148.19819889229902,3G
Danapur,25.43222296133661,85.06957777538454,-83.37031604439989,47.19608240579855,5G
Patliputra Colony,25.56619993031922,85.09596360706882,-87.01853252996705,58.42966416761575,4G
Gardanibagh,25.59741198864825,85.24594756190332,-89.41817471441279,57.07862456964067,4G
Rajendra Nagar,25.69754295555889,85.16510973774557,-91.85084682256246,49.64146065586953,5G
Patliputra Colony,25.52380325465218,85.29099860758036,-84.91071807267222,37.31507453573834,5G
Exhibition Road,25.56701684645276,85.28811618412311,-99.78503271966233,63.71857475488111,4G
Anandpuri,25.69134109392777,85.04658725132458,-84.0279195280583,153.46765472528546,3G
Boring Road,25.71238770515381,85.0363043383997,-90.49580002318,84.91357319572391,4G
Kidwaipuri,25.73080531726133,85.16097063468223,-96.38561713395558,28.169050197925355,5G
Patliputra Colony,25.470943300003707,85.14997061954828,-91.47116256011856,75.44286500004145,4G
Exhibition Road,25.53047488373573,84.99622714291881,-91.1199943965534,180.7010677329967,LTE
Boring Canal Road,25.582872136103013,84.95838713421843,-87.96249686266832,69.15277560404031,4G
Phulwari Sharif,25.5992090397656,85.25840494638139,-87.62166478089777,150.35768963385914,LTE
Phulwari Sharif,25.618913720288177,85.01740780622295,-89.28504214640382,88.69406614533034,4G
Rajendra Nagar,25.75319700195973,85.19933633130483,-87.45896886372839,110.24233602556669,LTE
Fraser Road,25.58201911723001,85.1775233003414,-89.8513515451489,56.10684566126325,4G
Kidwaipuri,25.57380825411856,85.15505926670262,-84.5397354521076,79.330108977929,4G
Exhibition Road,25.588290011258398,85.14098603012143,-87.96846039414986,74.54629114113554,4G
Boring Road,25.71306531272304,85.25836862778006,-80.61338323105039,191.58021044630271,3G
Boring Canal Road,25.656269986718424,84.98515457724729,-98.46156835320396,20.92532508689817,5G
Bankipore,25.586849455765755,85.01635425750145,-87.73748527473408,107.2073236265026,3G
Rajendra Nagar,25.625514101045976,84.98367885823241,-94.12158860777332,86.5696964683758,4G
Pataliputra,25.49052565684305,85.0998273110496,-88.43265085117078,114.38981474194212,3G
Boring Road,25.73649115342072,85.03784687780984,-93.76552594455706,175.18263884262532,LTE
Kumhrar,25.604988477075224,85.31163324352107,-78.0776124448033,179.53164334237223,3G
Pataliputra,25.573739787834743,85.1898881324508,-86.02241169437464,131.4502397063113,3G
Bankipore,25.698072670100444,85.03456528103747,-89.73840930486817,18.160608814707096,5G
Anandpuri,25.72254266619961,85.07410240674866,-85.98930904927533,122.3183108037779,LTE
Boring Road,25.75724960343429,85.06806595415546,-89.57111005169574,180.3665211413316,LTE
Kidwaipuri,25.57629992728834,85.28375177586423,-91.4531154649318,97.89151971530852,4G
Bankipore,25.739658154836285,85.04077112123703,-91.67083418316452,99.39130421357542,4G
Kidwaipuri,25.672825541794985,85.17820031816655,-100.84437992847973,119.64602053085622,LTE
Ashok Rajpath,25.69007090738455,84.99727844614048,-81.15274201584099,153.4914354419889,3G
Bankipore,25.451537045493158,85.038015972277,-90.84511974452478,76.64239412503893,4G
Boring Road,25.65228728761042,85.28172199753881,-86.01098148776703,129.89360568364836,LTE
Patliputra Colony,25.658079682780727,85.02348066985923,-94.25595619160204,33.57505490592469,5G
Gandhi Maidan,25.654249934969187,85.11216393715009,-91.29847880783896,72.01700206093193,4G
Fraser Road,25.521122977765124,85.00991541479598,-93.55796696195378,70.99347954351535,4G
Danapur,25.669648469574906,85.28035294269743,-88.63575065273926,147.62256344793778,LTE
Anandpuri,25.61108017568229,85.10104500851165,-100.77984346179224,47.68797905934457,5G
Gandhi Maidan,25.528508800960186,85.04247133430992,-94.012861063584,66.01576152171491,4G
Bailey Road,25.663247139014164,85.19277060236463,-90.5266948132526,74.00923207926425,4G
Boring Road,25.61809217062976,85.09255982132784,-83.71233797123537,150.98250023804076,3G
Bankipore,25.594657018432702,85.28550403488502,-91.0435750197054,29.961662118899977,5G
Exhibition Road,25.562127749218345,85.22537061844866,-84.61768457144423,176.81859697526482,3G
S.K. Puri,25.646051701021104,85.16812433747695,-89.48972706778436,121.00529201793051,LTE
Danapur,25.529264290955528,85.16995618409145,-92.23997139053829,32.74590591033295,5G
Kankarbagh,25.553983247902902,85.14778174685816,-87.46187799229513,87.05864539958557,4G
Exhibition Road,25.654481089254677,85.04100599001312,-92.22939486017972,133.83885162444278,LTE
Rajendra Nagar,25.57525929924213,85.15416372295931,-85.60553071157281,185.80010696501165,3G
Fraser Road,25.52102166682028,85.17985161295705,-93.98303660046862,153.1481473452765,LTE
Exhibition Road,25.62655387773486,85.1629051573566,-95.25417887492348,44.534867966320014,5G
Bailey Road,25.47982432548889,85.16555328490988,-82.94564353389147,68.91099844522884,4G
Kankarbagh,25.642542721313458,85.17324881063143,-91.69868098786448,52.70313794051648,4G
Pataliputra,25.49916378145267,85.18342262996627,-90.87230726196964,89.48871953766593,4G
Bailey Road,25.760095888121707,85.10947424087878,-88.21205895361578,15.732401451024426,5G
Rajendra Nagar,25.75645703396899,85.20855553159785,-93.32434134480256,93.08142572630558,4G
Bailey Road,25.440062223208358,85.15850644434816,-89.65312549025933,23.647063847905827,5G
Fraser Road,25.453721701548343,85.14029194911554,-87.09196888375257,158.21923828995534,LTE
Gardanibagh,25.610599650774112,85.18756126305158,-84.71680282409173,116.5619003720246,3G
Ashok Rajpath,25.515558948697965,85.2186797347721,-88.44982857408581,102.5015151890854,LTE
Danapur,25.447834337123744,85.101490838389,-93.55454757807016,22.83748470158414,5G
Kumhrar,25.73159466063768,85.24977618740044,-92.31356314421896,104.58181018313395,LTE
Rajendra Nagar,25.732635865035142,85.16943222435012,-87.97058800898238,88.56053267212636,4G
Phulwari Sharif,25.46331856387427,85.16216312006381,-92.9794566692814,47.78668088770612,5G
Fraser Road,25.552584030551863,85.29749662520484,-84.71144665866133,177.98200382866804,3G
Kidwaipuri,25.75640740250123,85.09031596718486,-88.60395092548768,185.2907087725415,LTE
Kumhrar,25.74605363014505,85.11749462655732,-94.3976715168539,178.33731924466912,LTE
Anandpuri,25.53147801471481,85.20029413818115,-92.21079169900791,53.06029339519626,4G
Gardanibagh,25.63368575148929,85.05476537836319,-82.82548885671088,185.2751835507964,3G
S.K. Puri,25.542073210451832,85.10313792761508,-84.09023095575125,104.84102264641356,3G
Gandhi Maidan,25.54583255179829,85.10497352925985,-90.13984817932304,44.004749468328896,5G
Gardanibagh,25.645486866264545,85.07389507686942,-84.98264465552003,138.58608133416018,3G
Kidwaipuri,25.449536654404422,85.10569353375156,-89.76591530040531,97.12429344525592,4G
Patliputra Colony,25.550133738485528,85.15008828649754,-87.98010944057174,67.88886283641779,4G
Rajendra Nagar,25.74402124687868,85.16434017652632,-95.93287340994962,105.87279163240046,LTE
Bailey Road,25.769889710170336,85.14501928645704,-93.10834528476444,98.43717314099098,4G
Gardanibagh,25.6225650627846,85.0503088960775,-92.33203386961485,74.5386493161163,4G
Fraser Road,25.591093488952417,85.27812296734821,-81.78626619689028,170.01058456366212,LTE
Kankarbagh,25.53391393039648,85.29006092144147,-90.6287609459146,29.94057843956228,5G
Bailey Road,25.75089565803845,85.21957352117464,-80.89396901992964,140.91969681929487,3G
Anandpuri,25.68185902637286,85.03263987101462,-94.48082343227968,36.35685390959921,5G
Kankarbagh,25.614881774191364,85.16502495646623,-85.70001977693222,197.01140049456225,3G
Ashok Rajpath,25.616972596111943,85.12207437874166,-85.70614191954594,193.1850780225825,3G
Boring Road,25.764207480694395,85.18387389639625,-106.20114113476026,11.66162777583596,5G
Bailey Road,25.46075389984547,85.02477359604461,-89.72583371692053,96.60401805420308,4G
Bankipore,25.5788006809744,85.26475593959285,-103.5698077176018,37.55507409134534,5G
Bailey Road,25.48014805976868,85.15048316905708,-82.37423627245813,102.59256851064238,3G
Gandhi Maidan,25.663776555546868,85.15962760062315,-86.33561843234679,121.37693397487163,3G
Boring Road,25.55898701573956,85.03725186285536,-85.41431467224835,85.71245138912803,4G
Rajendra Nagar,25.440388546821463,85.21343873645255,-99.7618652985207,43.819086074885526,5G
Phulwari Sharif,25.73040815930061,85.24963118997269,-87.40465367124732,140.91118415102537,3G
S.K. Puri,25.46013414040843,85.04814562003153,-86.23736306520696,151.8186473012182,LTE
Boring Canal Road,25.714758434121773,85.24670423050159,-88.68629200549677,87.9093405566687,4G
Boring Road,25.50880158116224,85.02946533675133,-89.73223320974955,160.34294681001032,LTE
Bankipore,25.669031580070836,85.27735804994391,-87.3723901078345,81.99865365836067,4G
Patliputra Colony,25.66954088176749,85.00151223720279,-98.19253463606864,140.59022835326567,LTE
Rajendra Nagar,25.67131784791509,85.01831761592278,-87.72317272400387,131.9840981963565,3G
Patliputra Colony,25.52690519400201,85.27336633295539,-97.00074053195462,37.1224561461496,5G
Kankarbagh,25.578739856904168,85.15873747048228,-92.03889509214746,169.12016960531668,LTE
Bankipore,25.595663207865236,85.16110846855109,-90.95037080460864,94.7942081118189,4G
Kankarbagh,25.68930244922269,85.24170993321906,-79.83238081276797,136.7875508111997,3G
Anandpuri,25.50630112813183,85.06436534155804,-95.42281133195785,47.22147260785488,5G
Kidwaipuri,25.722239080633702,85.26284649052634,-93.47624841009164,90.80464997091892,4G
S.K. Puri,25.48481861557399,85.10833137889347,-84.88463024496764,195.5574278698472,3G
Phulwari Sharif,25.584793122818123,85.27016818271863,-85.59147240449899,178.0786679511836,3G
Phulwari Sharif,25.514591002715004,85.192372216084,-89.1749518361758,178.56055858399642,LTE
S.K. Puri,25.541599868802876,85.02702581830684,-83.1112533842305,103.17512355590976,3G
Anisabad,25.671220465360093,85.15836647178672,-95.6477078920564,111.24506732335333,LTE
Gandhi Maidan,25.69325446336656,85.26653128375794,-88.59906498294836,57.69921407450936,4G
Exhibition Road,25.696776676258427,85.22143550094783,-93.260944693367,49.45633045394923,5G
Fraser Road,25.64615843060727,85.07558296650534,-84.61666646151346,167.8236279375819,3G
Anandpuri,25.605933605207973,85.2575345000799,-83.05413056692745,97.85597401521936,4G
Anandpuri,25.42259218930297,85.16543539137754,-97.28253093961374,33.400042216438806,5G
Ashok Rajpath,25.73220589956597,85.11347093377009,-90.62807403561357,83.56124795567372,4G
S.K. Puri,25.5325076456275,85.05557147794988,-87.2574118035118,179.88313558577445,3G
Anandpuri,25.600342406431693,85.04363884118705,-79.76509888107529,109.48994057617485,3G
Ashok Rajpath,25.508316481692415,85.14927932322956,-93.1009898465209,32.32343941534497,5G
Danapur,25.676753403330107,85.0165837277993,-81.7549526712062,18.324943701055588,5G
Boring Canal Road,25.727359184316917,85.20102711301877,-81.58322176247601,198.3460657582943,3G
Gardanibagh,25.53867204040337,85.02769211708645,-88.5165345803061,119.96335398884594,LTE
Bankipore,25.5015583183764,85.09974931891722,-85.45197097048556,133.01714259485456,3G
Phulwari Sharif,25.68729092771597,85.07914159417874,-94.80910461048984,14.520865930489762,5G
Rajendra Nagar,25.71337056008459,85.0032596177008,-89.25223218949267,36.05319472235208,5G
Anisabad,25.62718591163321,85.00875870371287,-101.38154048229822,31.06289774636641,5G
Boring Canal Road,25.426199047944408,85.1133894145352,-87.53937358655406,94.37084659192152,4G
Gardanibagh,25.50565737836333,85.1867730597436,-90.8343604431036,68.7437905854161,4G
Ashok Rajpath,25.44625942932693,85.05220180564626,-93.35820917874356,90.84279168944371,4G
Kumhrar,25.72487562562334,85.02017005018706,-90.85083769509286,28.877107505841817,5G
Boring Canal Road,25.478323255992645,85.21442709611789,-92.69846598318752,61.76492733274221,4G
Phulwari Sharif,25.56309940641606,85.09589200286575,-92.31021676398296,51.48554809193687,4G
Fraser Road,25.47627521769381,85.0287396541144,-83.14540248224998,144.8604267365654,LTE
Fraser Road,25.55995189545827,85.00987091024776,-83.81686092040923,18.33191818492652,5G
S.K. Puri,25.52201078912492,85.12393600883263,-85.96445806522128,155.56961281519,3G
Rajendra Nagar,25.6604025687632,85.20301379900712,-84.5306243173822,179.33712066695725,3G
Gandhi Maidan,25.536655194556484,85.20273321081918,-99.2689370866569,33.080002174949136,5G
Bailey Road,25.446285243042343,85.11453530474968,-88.05192296254603,124.77681405625538,3G
Exhibition Road,25.56314114292586,85.19831340772656,-99.39494023049072,76.73835246737917,4G
Pataliputra,25.49919423927861,85.02333473665603,-87.16502635450055,159.4010027025504,3G
Kidwaipuri,25.65779910752384,85.08227684308203,-92.83776400971018,137.96167644516703,LTE
Kumhrar,25.57596665450816,84.97846690977059,-91.93557964118408,45.08634833080212,5G
Pataliputra,25.446220842199534,85.06169011751462,-89.2226622116702,114.73118260228658,LTE
Kankarbagh,25.632773519818954,85.07054218068858,-87.491384555701,154.31562383380174,3G
Bankipore,25.531186059117463,85.20129356214571,-93.51017635364016,59.63182586592733,4G
Ashok Rajpath,25.461080939484635,85.24369250273558,-93.44302713375173,20.03957401755573,5G
Pataliputra,25.622361908526653,85.13303487473057,-83.83335605925446,52.91604360626982,4G
Ashok Rajpath,25.66875505629458,85.15219261464567,-91.63514913992285,31.574157416004827,5G
Kumhrar,25.704664364926806,85.08446197296904,-89.1007882387031,146.1152228866378,3G
Exhibition Road,25.593977207630203,85.04375609719291,-99.59483254246206,33.98178248404983,5G
Ashok Rajpath,25.560950563036467,85.29575792867404,-88.14807473974015,101.81167426638392,3G
Kidwaipuri,25.616607295642314,85.29455925518235,-87.24316429126544,157.82418835650338,LTE
Exhibition Road,25.7370978991123,85.22877233357404,-84.38211156017918,162.649560261989,3G
Pataliputra,25.563200695688423,85.19193255179925,-95.02634701993163,35.88965809364403,5G
Gandhi Maidan,25.5585176949402,85.02379856337345,-100.12418850867466,16.06836035823665,5G
Rajendra Nagar,25.62412857707993,85.23257924179994,-85.98902798533645,101.74641737982428,LTE
Gardanibagh,25.67447360838299,84.98894989269598,-88.43093924319177,76.89223720121387,4G
Ashok Rajpath,25.53993921423324,85.12354172527668,-94.4824412296905,66.65582196578072,4G
Anisabad,25.5102550683945,85.19179167541165,-92.14103258853112,130.4851925021247,LTE
Bankipore,25.539287999320337,85.12567293846524,-82.75832277657267,107.6951072243758,3G
Boring Road,25.42423144370696,85.11855063891232,-93.52077472388092,18.69709379443317,5G
Pataliputra,25.53648433654018,85.2164456160187,-90.49823464090092,170.84614196125096,LTE
Patliputra Colony,25.455976780761173,85.16692429100586,-85.61940975226554,188.48046086007167,3G
Pataliputra,25.677751878956084,85.09005804195854,-86.01481553283224,75.23001298601622,4G
Ashok Rajpath,25.604430578515338,84.9834017709609,-97.33390137654662,36.319532319551705,5G
Boring Canal Road,25.428104040749737,85.11043026718121,-94.6439069025926,78.41813794237969,4G
Kidwaipuri,25.53909528295148,85.30577482800503,-93.5181880544856,118.64107512078624,LTE
Bankipore,25.47314303692197,85.01179399892764,-104.00452172332196,35.520915055198834,5G
Bankipore,25.61285590873431,85.25640286873637,-95.42987586836752,26.13398591729655,5G
Kidwaipuri,25.602434149730485,84.96278947103085,-89.80877947180947,129.8446270257274,LTE
Pataliputra,25.670875925086666,85.16092356803553,-91.24040514195852,151.56162821758775,LTE
Exhibition Road,25.636435414222756,85.23285283046725,-94.68983582318296,95.98689750390456,4G
Gandhi Maidan,25.694515664048367,85.06755747765864,-84.74692434937919,49.23859258009004,5G
Kankarbagh,25.467131224328625,85.08774438087532,-93.90423674347409,50.16437215561068,4G
Anisabad,25.592885491032263,85.0577518012608,-83.40584097543241,142.63573615863393,3G
Bailey Road,25.56931353270636,85.04450010099421,-96.65281351715704,29.37586711003048,5G
S.K. Puri,25.70745037606612,85.23992989133642,-90.64280059794748,108.52603151497728,LTE
Gardanibagh,25.453251609464868,85.08193233243675,-90.95851702293778,83.53042118401447,4G
Boring Road,25.437507493404752,85.19184729988515,-86.47338214994618,147.64801655199628,LTE
Patliputra Colony,25.548784091469496,85.09344213481255,-95.49896244689468,14.80148918372146,5G
Kidwaipuri,25.5494068466267,85.05783069614961,-92.02199694746228,102.99113358473932,LTE
Boring Canal Road,25.48051329949941,85.27634991726859,-92.22429634494544,121.91513724439852,3G
Bankipore,25.740509256884792,85.04304368217235,-89.08927273778669,131.55384108852843,LTE
Bailey Road,25.601360377796524,85.25446495272114,-102.33353586902945,12.148257463823947,5G
Ashok Rajpath,25.603365402029407,84.97372377678877,-89.07869678728655,53.648399759161045,4G
Anandpuri,25.694520211459785,85.0419808176914,-92.07762456573438,28.271547743852565,5G
Anandpuri,25.619726019246908,84.98197753117351,-85.28755662212612,71.57709691104489,4G
Kidwaipuri,25.51640489516197,85.07281461339103,-88.00907956176403,83.44758208803125,4G
Phulwari Sharif,25.608762051444096,85.31476546475004,-84.17487154696744,174.33761973626014,3G
Danapur,25.63526836926897,85.11237211338472,-85.47285259954712,114.41003110454442,3G
Ashok Rajpath,25.709969488265973,85.25847095899938,-94.65806864384312,158.68225615265402,LTE
Patliputra Colony,25.560111231971103,85.15443068846093,-94.98797530297564,162.62587501883982,LTE
Patliputra Colony,25.59868612990325,84.97750061002806,-83.95763127749717,195.35542763887457,3G
S.K. Puri,25.64477940890513,85.07692811257694,-93.70528515389135,117.01516863722624,LTE
Exhibition Road,25.593955674705427,85.1353952044984,-94.09779300505768,190.2892334659278,LTE
Fraser Road,25.677992973576888,85.10096656858947,-91.73466879634242,114.90026956257644,LTE
Anandpuri,25.66193140288412,85.04792384414887,-83.82468443441235,142.3341166502845,3G
S.K. Puri,25.52191495551445,85.01330065034423,-92.89437244622025,164.81913912958447,3G
Exhibition Road,25.480101951859453,85.1498914368815,-89.93476240414853,61.71661584548333,4G
Anisabad,25.5114915079075,85.20361629355278,-93.96133431617416,31.7593488724155,5G
Kumhrar,25.610403597298784,85.07367018563572,-95.10016669910704,77.60860373556233,4G
Bankipore,25.763348574066157,85.08007029145409,-92.970212097324,129.65324392390602,LTE
Danapur,25.738407453388174,85.16100586819717,-90.70097967847468,10.764944482193307,5G
Anandpuri,25.479686664134597,85.1300753629681,-91.62845027278404,164.80233704272862,3G
Pataliputra,25.5794125767613,84.9776026075454,-97.13503470474951,191.25240853852264,LTE
Fraser Road,25.58689711098413,85.19231983546365,-86.79529812172683,10.134189695249113,5G
Ashok Rajpath,25.47230466398141,85.19217947401631,-93.6582579522867,175.18438318071316,LTE
Rajendra Nagar,25.57990656089009,85.1229366662559,-87.95789774347142,199.88398076768328,LTE
Rajendra Nagar,25.536080777653662,85.10197731543698,-82.51271870866448,133.97124190902923,3G
Bankipore,25.64984429299016,85.09175853902651,-90.8138514879658,61.7916811252334,4G
Bankipore,25.576981977658328,85.30634037520333,-83.91719790416828,132.24246173022402,3G
Phulwari Sharif,25.72098796580173,85.12794981458208,-95.58539562976662,145.80479968860436,LTE
Patliputra Colony,25.651804577722327,85.05818217892437,-101.87210213853872,36.686330272928615,5G
Pataliputra,25.67503492742633,85.19777230595686,-85.68124796557555,177.9182997183795,3G
Rajendra Nagar,25.61018130090974,85.04557581303678,-86.56661873290673,82.44747639685588,4G
Phulwari Sharif,25.632114925149114,85.06451113422143,-87.89249478345673,159.95529343337614,LTE
Bankipore,25.576415879576093,85.00412358586767,-99.6428878659792,19.0833595096423,5G
Kankarbagh,25.60276195878393,85.29814067215355,-85.7900195471416,176.21623372578694,3G
Anandpuri,25.486297863763195,85.13560097837095,-101.23034762287404,31.69844555454797,5G
Kidwaipuri,25.605307059069105,85.18555031243568,-93.94323189179433,88.68191813617432,4G
Ashok Rajpath,25.516437867082008,85.19617712153159,-98.04768529630586,38.841258682579095,5G
Gandhi Maidan,25.51558611750631,85.19929059785633,-88.7521394694429,75.17501451701008,4G
Rajendra Nagar,25.491736560012303,85.1257521992377,-89.70727774699904,58.89201232530178,4G
Pataliputra,25.536628779304007,84.96967531082706,-97.15226645253227,43.79379665018178,5G
Exhibition Road,25.52914545159629,85.14246897163774,-95.85312224611448,104.98156736017968,LTE
Gardanibagh,25.61487686304402,85.17765626629267,-81.99808518580927,133.0778745876782,LTE
S.K. Puri,25.75465347302786,85.17580903387162,-91.79653125706228,179.50367993628953,LTE
Bankipore,25.58137325141633,85.04645215988202,-100.54676294782249,30.240022306891056,5G
Fraser Road,25.53560213761753,85.01086773903148,-90.099653305278,23.37658771778329,5G
Danapur,25.51351489098872,85.22690099104388,-86.01054558682712,50.32711331099185,4G
Pataliputra,25.45552627329929,85.10124756955304,-79.90780866113562,168.19693009631754,3G
Danapur,25.71247403287035,85.11438905705612,-92.03411224802863,182.04449302174675,LTE
Bailey Road,25.625437109239808,85.10778292772119,-92.81963620456968,59.65826055608855,4G
Exhibition Road,25.46503968297633,85.2392045235366,-93.0445325452218,49.29206927311572,5G
Boring Canal Road,25.55707039081772,85.14383589743615,-84.75047544185185,114.11380062915664,3G
S.K. Puri,25.601277549470904,85.3145429806062,-84.3286477807203,73.12403848659372,4G
Pataliputra,25.70193367863807,85.1999087386472,-106.17213742476667,11.321396021218622,5G
